time(ms),acc.x,acc.y,acc.z,acclinear.x,acclinear.y,acclinear.z,gravity.x,gravity.y,gravity.z,gyroscope.x,gyroscope.y,gyroscope.z,RV.x,RV.y,RV.z,RV.cos,RV.heading
5162,-0.19305001,1.18605,9.42195,-0.134,0.011,-0.269,-0.069,1.173,9.735,0.01925,-0.012375,0.0345125,0.059265,0.009663,0.101757,0.992995,0
5201,-0.22395001,1.0830001,9.60105,-0.138,-0.07,-0.189,-0.052,1.158,9.737,-0.124575,-0.0177375,-0.00165,0.058563,0.008692,0.101967,0.993024,0
5241,-0.36495003,1.02795,10.11795,-0.28,-0.073,0.347,-0.088,1.092,9.745,-0.140525,0.06215,0.0771375,0.054896,0.010257,0.102668,0.993146,0
5281,0.025950002,1.0350001,10.365001,0.104,-0.013,0.615,-0.09,1.048,9.75,-0.0446875,0.004675,0.0793375,0.052695,0.010189,0.104431,0.993082,0
5321,-0.19095,1.30305,9.927,-0.091,0.218,0.168,-0.099,1.075,9.747,0.146025,-0.039049998,0.1123375,0.054211,0.010834,0.1061,0.992817,0
5361,0.38505003,1.33395,9.163051,0.428,0.199,-0.587,-0.047,1.135,9.74,0.012925,-0.036849998,0.0867625,0.057396,0.00868,0.10804,0.99245,0
5402,0.117000006,1.11405,10.120951,0.159,-0.005,0.376,-0.05,1.109,9.743,-0.1095875,0.1016125,0.0111375,0.055906,0.008825,0.109021,0.992426,0
5441,0.01905,0.99405,9.963,0.059,-0.098,0.211,-0.042,1.09,9.745,0.0352,-0.0581625,0.0165,0.055098,0.00826,0.109194,0.992457,0
5481,0.04605,1.0879501,9.747001,0.077,-0.024,-0.006,-0.036,1.101,9.744,0.0385,0.021724999,0.0515625,0.05568,0.008066,0.109974,0.99234,0
5521,0.096,1.15005,9.58695,0.114,0.024,-0.167,-0.019,1.119,9.742,0.052249998,-0.0518375,0.0196625,0.056747,0.007268,0.110623,0.992214,0
5561,0.013950001,1.1550001,9.634951,0.023,0.02,-0.112,-0.01,1.123,9.742,-0.056375,0.0270875,0.006875,0.056889,0.006897,0.110767,0.992192,0
5602,0.01905,1.12605,9.901051,0.028,0.014,0.143,-0.014,1.101,9.744,-0.022275,-0.0081125,0.004675,0.055834,0.006976,0.110939,0.992233,0
5641,0.02205,1.18305,9.802051,0.024,0.071,0.048,-0.01,1.099,9.744,-0.0297,0.0248875,0.025024999,0.055742,0.006804,0.111187,0.992211,0
5681,0.00195,1.2049501,9.69705,0.02,0.095,-0.06,-0.02,1.104,9.744,0.0331375,0.0163625,0.0111375,0.055909,0.007335,0.111667,0.992144,0
5721,0.11505,1.1550001,9.558001,0.115,0.03,-0.195,-0.005,1.113,9.743,-0.01375,-0.031625,0.0111375,0.056469,0.006647,0.111798,0.992103,0
5761,0.081,1.0020001,9.87405,0.08,-0.081,0.101,0,1.087,9.746,-0.1084875,0.03025,-0.0389125,0.055197,0.006187,0.111626,0.992196,0
5802,-0.27,0.85995007,10.13805,-0.265,-0.195,0.382,-0.027,1.032,9.752,-0.0968,0.022824999,-0.0059125,0.052098,0.007287,0.110967,0.99243,0
5841,-0.00405,1.0350001,10.056001,0.043,0.024,0.297,-0.042,1.01,9.754,0.0182875,0.004675,0.0697125,0.051028,0.007956,0.111802,0.992387,0
5881,0.04605,1.1880001,9.59895,0.064,0.149,-0.135,-0.022,1.036,9.751,0.0598125,-0.0507375,0.0484,0.052456,0.007113,0.112864,0.992199,0
5922,0.10305001,1.143,9.667951,0.104,0.079,-0.093,-0.009,1.051,9.75,-0.045649998,0.0174625,0.0026125,0.053211,0.006586,0.113421,0.992099,0
5961,-0.171,1.0540501,10.05405,-0.152,0.002,0.272,-0.01,1.032,9.752,-0.023375,-0.0273625,-0.011275,0.052264,0.006699,0.113167,0.992177,0
6001,0.024,1.047,9.75405,0.004,0,-0.04,-0.004,1.035,9.751,0.014025,-0.0262625,0.004675,0.052479,0.006207,0.113191,0.992166,0
6042,-0.25500003,0.975,9.946051,-0.236,-0.078,0.204,-0.009,1.032,9.752,0.0352,-0.0017875,-0.0229625,0.052336,0.006428,0.112929,0.992202,0
